,complaint_number,status,date_entered,house_number,house_street,zip_code,bin,community_board,special_district,complaint_category,unit,disposition_date,disposition_code,inspection_date,dobrundate,complaint_description,bis_description
126,3134168,CLOSED,06/20/2004,1615,FULTON STREET,11213.0,3047699,303,,56,CENTR,06/21/2004,G6,06/20/2004,20260427000000,Boiler: Fumes/Smoke/Carbon Monoxide,Complaint Referred to Fire Department of New York (FDNY)
127,1361560,CLOSED,12/04/2013,254,WEST 73 STREET,10023.0,1030536,107,,83,MAN.,12/16/2013,I2,12/14/2013,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,No Violation Warranted for Complaint at Time of Inspection
128,1127299,CLOSED,08/11/2004,120,WEST  121 STREET,10027.0,1057640,110,,05,MAN.,09/27/2004,I2,08/25/2004,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
129,2154370,CLOSED,01/04/2011,750,GRAND CONCOURSE,10451.0,2002784,204,,71,BRONX,06/22/2011,H1,06/15/2011,20260427000000,SRO: Illegal Work/No Permit/Change in Occupancy Use +,Please See Complaint Number
130,3615593,CLOSED,08/18/2017,179,ROGERS AVENUE,11216.0,3032216,308,,10,ERT,08/20/2017,C2,08/20/2017,20260427000000,Debris/Building – Falling or In Danger of Falling,Inspector Unable to Gain Access – 2nd Final Attempt
131,3919702,CLOSED,07/23/2023,25,TENNIS COURT,11226.0,3117101,314,,6M,ELEVR,08/10/2023,H1,08/10/2023,20260427000000,Elevator: Multiple Devices on Property,Please See Complaint Number
132,4113039,CLOSED,08/08/2000,25-28,82 STREET,11370.0,4023279,403,,45,QNS.,08/17/2000,A9,08/12/2000,20260427000000,Illegal Conversion +,OATH and DOB Violations Served
133,1282952,CLOSED,06/03/2010,405,EAST   73 STREET,10021.0,1076319,108,,04,ERT,06/21/2010,I2,06/20/2010,20260427000000,After Hours Work – Illegal,No Violation Warranted for Complaint at Time of Inspection
134,1055530,CLOSED,02/24/1998,1356,3 AVENUE,10021.0,1082188,108,,05,MAN.,03/04/1998,I2,02/26/1998,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
135,2154003,CLOSED,12/20/2010,1881,GRAND CONCOURSE,10453.0,2007631,205,,63,ELEVR,06/21/2011,A1,04/06/2011,20260427000000,Elevator: Defective/Inoperative,Buildings Violation(s) Served
136,4963497,CLOSED,06/20/2024,69-41,CALAMUS AVENUE,11377.0,4056504,402,,83,CSE,08/29/2024,AF,08/29/2024,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,
137,5052249,CLOSED,07/28/2005,351,DEMOREST AVENUE,10314.0,5012531,501,,15,ST.IS,07/29/2005,H1,07/29/2005,20260427000000,Fence – NONE/Inadequate/Illegal,Please See Complaint Number
138,4227588,CLOSED,06/15/2005,89-01,187 PLACE,11423.0,4212702,412,,45,QNS.,07/07/2005,I2,06/27/2005,20260427000000,Illegal Conversion +,No Violation Warranted for Complaint at Time of Inspection
139,3249883,CLOSED,01/07/2008,778,BERGEN STREET,11238.0,3028245,308,,59,ELCTR,01/28/2008,C2,01/22/2008,20260427000000,Electrical Wiring: Defective/Exposed – In Progress,Inspector Unable to Gain Access – 2nd Final Attempt
140,3409151,CLOSED,04/17/2012,571,WASHINGTON AVENUE,11238.0,3027497,308,,30,ERT,05/24/2012,Y2,05/07/2012,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,Vacate Order Fully Rescinded
141,4779690,CLOSED,06/25/2019,36-02,34 AVENUE,11106.0,4611484,401,,91,BEST,06/28/2019,A8,06/25/2019,20260427000000,Site Conditions Endangering Workers,OATH Violation Served
142,3964444,CLOSED,06/11/2024,399,DE WITT AVENUE,11207.0,3390622,305,,71,BKLYN,11/18/2024,H1,11/16/2024,20260427000000,SRO: Illegal Work/No Permit/Change in Occupancy Use +,Please See Complaint Number
143,1370940,CLOSED,05/06/2014,260,LENOX AVENUE,10027.0,1053414,110,,73,MAN.,05/08/2014,A8,05/07/2014,20260427000000,Failure to Maintain,OATH Violation Served
144,3567317,CLOSED,07/22/2016,306,TOMPKINS AVENUE,11216.0,3050960,303,,05,BKLYN,11/23/2016,A3,11/21/2016,20260427000000,Permit – None (Building/PA/Demo etc.),Full Stop Work Order Served
145,1532699,CLOSED,01/04/2020,299,PEARL STREET,10038.0,1083356,101,,04,ERT,01/26/2020,I2,01/25/2020,20260427000000,After Hours Work – Illegal,No Violation Warranted for Complaint at Time of Inspection
146,4413381,CLOSED,08/27/2009,55-05,WOODSIDE AVENUE,11377.0,4028174,402,,63,ELEVR,01/07/2010,I2,01/06/2010,20260427000000,Elevator: Defective/Inoperative,No Violation Warranted for Complaint at Time of Inspection
147,2047839,CLOSED,09/04/2002,2115,WASHINGTON AVENUE,10457.0,2011294,206,,63,ELEVR,12/03/2002,A1,11/15/2002,20260427000000,Elevator: Defective/Inoperative,Buildings Violation(s) Served
148,4791593,CLOSED,10/02/2019,907,HICKSVILLE ROAD,11691.0,4625753,414,,7G,CSE,10/02/2019,I2,10/02/2019,20260427000000,CSE: Sweep,No Violation Warranted for Complaint at Time of Inspection
149,5020204,CLOSED,02/19/1997,393,BURGHER AVENUE,10305.0,5049772,502,,05,ST.IS,03/19/1997,C2,03/03/1997,20260427000000,Permit – None (Building/PA/Demo etc.),Inspector Unable to Gain Access – 2nd Final Attempt
150,4334396,CLOSED,12/20/2007,111-12,39 AVENUE,11368.0,4044936,403,,05,QNS.,01/08/2008,H1,12/31/2007,20260427000000,Permit – None (Building/PA/Demo etc.),Please See Complaint Number
151,2270311,CLOSED,10/19/2018,683,EAST 140 STREET,10454.0,2003821,201,,6S,ELEVR,10/29/2018,H1,10/29/2018,20260427000000,Elevator: Single Device on Property/No Alternate Service,Please See Complaint Number
152,3A50250,ACTIVE,02/26/2026,343,GOLD STREET,11201.0,3393888,302,,1X,BKLYN,,,,20260427000000,Construction Enforcement Work Order (DOB),
153,3825707,CLOSED,12/20/2021,1364,EAST 52 STREET,11234.0,3216459,318,,05,EXEC,10/12/2023,AB,10/12/2023,20260427000000,Permit – None (Building/PA/Demo etc.),HRP: Request for Corrective Action Issued – Corrected
154,4017459,CLOSED,03/08/1991,60-70,PUTNAM AVENUE,11385.0,4085018,405,,05,QNS.,06/19/1991,C2,04/29/1991,20260427000000,Permit – None (Building/PA/Demo etc.),Inspector Unable to Gain Access – 2nd Final Attempt
155,3815010,CLOSED,09/22/2021,31,LEONARD STREET,11206.0,3327972,301,,30,CSE,09/23/2021,I2,09/23/2021,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,No Violation Warranted for Complaint at Time of Inspection
156,4020777,CLOSED,08/07/1991,29-27,166 STREET,11358.0,4111403,407,,48,QNS.,03/04/1992,C2,02/27/1992,20260427000000,Residential Use – ILLEGAL,Inspector Unable to Gain Access – 2nd Final Attempt
157,3124432,CLOSED,01/08/2004,35,CROWN STREET,11225.0,3029716,309,,04,ERT,01/29/2004,I2,01/28/2004,20260427000000,After Hours Work – Illegal,No Violation Warranted for Complaint at Time of Inspection
158,2111027,CLOSED,03/07/2008,1775,WALTON AVENUE,10453.0,2008216,205,,23,SCFLD,03/07/2008,I2,03/05/2008,20260427000000,Sidewalk Shed/Supported Scaffold/Inadequate/Defect/NONE/NO PMT/NO CERT,No Violation Warranted for Complaint at Time of Inspection
159,4738159,CLOSED,06/28/2018,194-12,DUNTON AVENUE,11423.0,4615813,408,,86,QNS.,07/02/2018,I2,06/29/2018,20260427000000,Work Contrary to Stop Work Order,No Violation Warranted for Complaint at Time of Inspection
160,3221335,CLOSED,04/07/2007,463,KOSCIUSZKO STREET,11221.0,3043255,303,,05,BKLYN,10/31/2007,I2,10/26/2007,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
161,3628405,CLOSED,11/21/2017,2245,WEST 1 STREET,11223.0,3193673,315,,05,BKLYN,11/22/2017,H1,11/22/2017,20260427000000,Permit – None (Building/PA/Demo etc.),Please See Complaint Number
162,1299369,CLOSED,03/19/2011,2090,AMSTERDAM AVENUE,10032.0,1062907,112,,05,MAN.,03/19/2011,A8,03/05/2011,20260427000000,Permit – None (Building/PA/Demo etc.),OATH Violation Served
163,2369769,CLOSED,06/21/2023,1014,GERARD AVENUE,10452.0,2002936,204,,58,BOILR,06/21/2023,A8,06/21/2023,20260427000000,Boiler: Defective/Inoperative/No Permit,OATH Violation Served
164,4409888,CLOSED,07/30/2009,72-53,66 STREET,11385.0,4090166,405,,83,QNS.,08/04/2009,A9,07/31/2009,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,OATH and DOB Violations Served
165,4068924,CLOSED,08/15/1997,52-25,VAN DAM STREET,11101.0,4430593,402,,45,QNS.,07/16/1999,A9,06/29/1999,20260427000000,Illegal Conversion +,OATH and DOB Violations Served
166,3004233,CLOSED,08/09/1989,123,PLYMOUTH STREET,11201.0,3329396,302,,18,BKLYN,08/21/1989,I1,08/17/1989,20260427000000,Material Storage – Unsafe,Complaint Unsubstantiated Based on Department Records
167,2211294,CLOSED,05/10/2015,2757,CLAFLIN AVENUE,10468.0,2015368,208,,63,ELEVR,09/21/2015,H1,09/18/2015,20260427000000,Elevator: Defective/Inoperative,Please See Complaint Number
168,4490916,CLOSED,08/11/2011,37-14,32 STREET,11101.0,4004536,401,,21,BEST,09/29/2011,L2,09/29/2011,20260427000000,Safety Net/Guard Rail – Damaged/Inadequate/NONE (over 6-stories/75FT),Stop Work Order Fully Rescinded
169,3656088,CLOSED,07/02/2018,321,WOODBINE STREET,11237.0,3076861,304,,05,BKLYN,07/02/2018,I1,07/02/2018,20260427000000,Permit – None (Building/PA/Demo etc.),Complaint Unsubstantiated Based on Department Records
170,1469714,CLOSED,01/11/2018,14,MORTON STREET,10014.0,1009915,102,,58,BOILR,01/16/2018,A8,01/16/2018,20260427000000,Boiler: Defective/Inoperative/No Permit,OATH Violation Served
171,1180385,CLOSED,11/21/2006,88,LEONARD STREET,10013.0,1087082,101,,67,BEST,11/29/2006,I2,11/27/2006,20260427000000,Crane: No Permit/License/Cert/Unsafe/Illegal,No Violation Warranted for Complaint at Time of Inspection
172,1145332,CLOSED,06/29/2005,258,ST NICHOLAS AVENUE,10027.0,1059274,110,,14,ERT,06/30/2005,I2,06/30/2005,20260427000000,Excavation – Undermining Adjacent Building,No Violation Warranted for Complaint at Time of Inspection
173,5181061,CLOSED,11/27/2023,1,RICHMOND TERRACE,10301.0,5799501,501,,59,ELCTR,11/28/2023,K1,11/28/2023,20260427000000,Electrical Wiring: Defective/Exposed – In Progress,Insufficient Information/Unable to Locate Address
174,4387570,CLOSED,01/24/2009,535,48 AVENUE,11101.0,4000091,402,,29,QNS.,02/05/2009,A8,02/02/2009,20260427000000,"BUILDING – Vacant, Open and Unguarded",OATH Violation Served
175,3055260,CLOSED,05/08/1997,12,PIERREPONT STREET,11201.0,3001948,302,,05,BKLYN,05/30/1997,A1,05/16/1997,20260427000000,Permit – None (Building/PA/Demo etc.),Buildings Violation(s) Served
176,3916250,CLOSED,06/27/2023,404,EAST 49 STREET,11203.0,3102049,317,,86,CSE,06/27/2023,I2,06/27/2023,20260427000000,Work Contrary to Stop Work Order,No Violation Warranted for Complaint at Time of Inspection
177,3009756,CLOSED,06/05/1990,1254,44 STREET,11219.0,3136432,312,,35,BKLYN,07/12/1990,B1,06/20/1990,20260427000000,Curb Cut/Driveway/Carport – ILLEGAL,Buildings Violation(s) Prepared and Attempt to Serve will be Made
178,3834462,CLOSED,03/07/2022,454,WILLOUGHBY AVENUE,11206.0,3049036,303,,86,BKLYN,03/08/2022,C2,03/08/2022,20260427000000,Work Contrary to Stop Work Order,Inspector Unable to Gain Access – 2nd Final Attempt
179,3337174,CLOSED,03/30/2010,624,PACIFIC STREET,11217.0,3027592,306,,2E,BEST,03/30/2010,P6,03/30/2010,20260427000000,Tracking Complaint for Full Demolition Notification,Initial Notification Accepted
180,1579028,CLOSED,08/09/2021,2023,5 AVENUE,10035.0,1054026,111,,8A,CSC,08/17/2021,L2,08/17/2021,20260427000000,Construction Safety Compliance (CSC) Action,Stop Work Order Fully Rescinded
181,3057355,CLOSED,07/25/1997,1405,EAST 7 STREET,11230.0,3173021,312,,03,BKLYN,07/25/1997,I2,07/25/1997,20260427000000,Adjacent Buildings – Not Protected,No Violation Warranted for Complaint at Time of Inspection
182,3761919,CLOSED,07/28/2020,124,DEKALB AVENUE,11201.0,3058711,302,,6Y,OBM,07/29/2020,I3,07/24/2020,20260427000000,Local Law Audits,Compliance Inspection Performed
183,3217105,CLOSED,02/27/2007,422,AVENUE O,11230.0,3174909,312,,30,BKLYN,02/27/2007,I2,02/27/2007,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,No Violation Warranted for Complaint at Time of Inspection
184,3743165,CLOSED,02/18/2020,570,HAMILTON AVENUE,11232.0,3336715,307,IBZ,2G,SPOPS,02/18/2020,A8,01/31/2020,20260427000000,Advertising Sign/Billboard/Posters/Flexible Fabric – ILLEGAL,OATH Violation Served
185,4240631,CLOSED,09/16/2005,131-32,SANFORD AVENUE,11355.0,4115006,407,,09,QNS.,10/26/2005,A9,10/24/2005,20260427000000,Debris – Excessive,OATH and DOB Violations Served
186,2323966,CLOSED,09/08/2021,1146,LELAND AVENUE,10472.0,2024439,209,,2B,BRONX,09/10/2021,C2,09/10/2021,20260427000000,Failure to Comply with Vacate Order,Inspector Unable to Gain Access – 2nd Final Attempt
187,3074206,CLOSED,09/20/1999,2270,ATLANTIC AVENUE,11233.0,3038601,316,,43,BKLYN,10/04/1999,A9,09/29/1999,20260427000000,Structural Stability Affected,OATH and DOB Violations Served
188,4418529,CLOSED,10/06/2009,90-17,69 AVENUE,11375.0,4076073,406,,59,ELCTR,11/30/2009,I2,11/23/2009,20260427000000,Electrical Wiring: Defective/Exposed – In Progress,No Violation Warranted for Complaint at Time of Inspection
189,1516503,CLOSED,07/19/2019,2033,1 AVENUE,10029.0,1052720,111,,05,MAN.,07/19/2019,I2,07/19/2019,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
190,3982368,CLOSED,10/29/2024,2536,HUBBARD STREET,11235.0,3195908,313,,05,RTEU,12/12/2024,C2,12/12/2024,20260427000000,Permit – None (Building/PA/Demo etc.),Inspector Unable to Gain Access – 2nd Final Attempt
191,4405234,CLOSED,06/23/2009,135-04,JAMAICA AVENUE,11418.0,4442218,409,,83,QNS.,07/01/2009,A9,06/29/2009,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,OATH and DOB Violations Served
192,1486961,CLOSED,08/13/2018,95,EAST 116 STREET,10029.0,1051672,111,,10,ERT,08/14/2018,A8,08/13/2018,20260427000000,Debris/Building – Falling or In Danger of Falling,OATH Violation Served
193,2143493,CLOSED,04/04/2010,1055,JEROME AVENUE,10452.0,2003053,204,,63,ELEVR,09/13/2010,H1,08/31/2010,20260427000000,Elevator: Defective/Inoperative,Please See Complaint Number
194,2051156,CLOSED,04/15/2003,5635,DELAFIELD AVENUE,10471.0,2085170,208,,05,BRONX,04/18/2003,I2,04/16/2003,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
195,3452896,CLOSED,08/08/2013,171,TAAFFE PLACE,11205.0,3334940,303,,37,ERT,08/10/2013,I2,08/10/2013,20260427000000,Egress: - Locked/Blocked/Improper/No Secondary Means,No Violation Warranted for Complaint at Time of Inspection
196,1289119,CLOSED,09/13/2010,110,EAST   42 STREET,10017.0,1083181,105,,79,ERT,09/14/2010,I2,09/13/2010,20260427000000,Lights from Parking Lot Shining on Building,No Violation Warranted for Complaint at Time of Inspection
197,3300709,CLOSED,04/07/2009,1035,LANCASTER AVENUE,11223.0,3201643,315,,05,BKLYN,04/16/2009,I2,04/09/2009,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
198,2135392,CLOSED,09/09/2009,1157,FTELEY AVENUE,10472.0,2024037,209,,45,BRONX,10/20/2009,C4,10/16/2009,20260427000000,Illegal Conversion +,Access Denied – 2nd Attempt
199,1017272,CLOSED,01/03/1992,244,WEST 72 STREET,10023.0,1030432,107,,98,MAN.,02/07/1992,B1,01/31/1992,20260427000000,Refer to Operations for Determination,Buildings Violation(s) Prepared and Attempt to Serve will be Made
200,4220630,CLOSED,04/19/2005,144-04,69 AVENUE,11367.0,4143673,408,,73,QNS.,04/22/2005,A1,04/20/2005,20260427000000,Failure to Maintain,Buildings Violation(s) Served
201,1703155,CLOSED,08/27/2025,465,PARK AVENUE,10022.0,1036903,105,,6V,OBM,08/28/2025,I2,08/28/2025,20260427000000,Tenant Safety Inspection,No Violation Warranted for Complaint at Time of Inspection
202,3158938,CLOSED,05/31/2005,552,OVINGTON AVENUE,11209.0,3146666,310,,05,BKLYN,06/03/2005,H1,05/31/2005,20260427000000,Permit – None (Building/PA/Demo etc.),Please See Complaint Number
203,2111578,CLOSED,03/19/2008,3606,HOLLAND AVENUE,10467.0,2057805,212,,45,BRONX,04/10/2008,C2,04/08/2008,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
204,2421612,CLOSED,07/31/2025,800,EAST 141 STREET,10454.0,2004020,201,IBZ,2F,FEU,12/15/2025,A8,12/04/2025,20260427000000,Building Under Structural Monitoring,OATH Violation Served
205,1035850,CLOSED,07/07/1995,1753,1 AVENUE,10128.0,1087664,108,,09,MAN.,07/14/1995,B1,07/11/1995,20260427000000,Debris – Excessive,Buildings Violation(s) Prepared and Attempt to Serve will be Made
206,3401976,CLOSED,01/27/2012,26,BUTLER PLACE,11238.0,3388743,308,,05,BKLYN,04/23/2012,I2,04/18/2012,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
207,2434408,CLOSED,02/16/2026,806,EAST 175 STREET,10460.0,2010010,206,,45,Q-L,02/19/2026,I2,02/19/2026,20260427000000,Illegal Conversion +,No Violation Warranted for Complaint at Time of Inspection
208,1524642,CLOSED,10/16/2019,212,WEST 93 STREET,10025.0,1033615,107,,15,CSE,10/28/2019,I2,10/28/2019,20260427000000,Fence – NONE/Inadequate/Illegal,No Violation Warranted for Complaint at Time of Inspection
209,4647021,CLOSED,03/16/2016,136-71,ROOSEVELT AVENUE,11354.0,4112508,407,,1Z,EXEC,07/27/2022,L2,07/27/2022,20260427000000,Enforcement Work Order (DOB),Stop Work Order Fully Rescinded
210,2015956,CLOSED,04/27/1995,526,TAYLOR AVENUE,10473.0,2021455,209,,32,BRONX,07/15/1997,C2,07/09/1997,20260427000000,C of O - Not Being Complied With,Inspector Unable to Gain Access – 2nd Final Attempt
211,3742591,CLOSED,02/12/2020,6709,5 AVENUE,11220.0,3144765,310,,05,BKLYN,02/13/2020,I2,02/13/2020,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
212,4994642,CLOSED,04/29/2025,155-35,77 STREET,11414.0,4531052,410,,45,Q-L,07/21/2025,C4,07/21/2025,20260427000000,Illegal Conversion +,Access Denied – 2nd Attempt
213,3547128,CLOSED,02/15/2016,701,MONROE STREET,11221.0,3044690,303,,23,SCFLD,02/18/2016,I2,02/18/2016,20260427000000,Sidewalk Shed/Supported Scaffold/Inadequate/Defect/NONE/NO PMT/NO CERT,No Violation Warranted for Complaint at Time of Inspection
214,1072070,CLOSED,12/07/1999,332,EAST 71 STREET,10021.0,1044847,108,,73,MAN.,12/20/1999,C2,12/14/1999,20260427000000,Failure to Maintain,Inspector Unable to Gain Access – 2nd Final Attempt
215,1255340,CLOSED,05/01/2009,210,WEST   70 STREET,10023.0,1030350,107,,09,MAN.,05/18/2009,I2,05/14/2009,20260427000000,Debris – Excessive,No Violation Warranted for Complaint at Time of Inspection
216,5004398,CLOSED,05/16/1990,269,YORK AVENUE,10301.0,5001072,501,,73,ST.IS,05/23/1990,A1,05/18/1990,20260427000000,Failure to Maintain,Buildings Violation(s) Served
217,2036511,CLOSED,11/08/2000,3280,COUNTRY CLUB ROAD,10465.0,2075445,210,,45,BRONX,11/28/2000,C2,11/22/2000,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
218,4437374,CLOSED,03/16/2010,56-38,MYRTLE AVENUE,11385.0,4085871,405,,4B,SEP,03/19/2010,A9,03/17/2010,20260427000000,SEP – Professional Certification Compliance Audit,OATH and DOB Violations Served
219,4533469,CLOSED,11/18/2012,3333,83 STREET,11372.0,4035168,403,,45,QNS.,12/31/2012,C2,12/19/2012,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
220,1312184,CLOSED,11/02/2011,17,ELDRIDGE STREET,10002.0,1003768,103,,1A,MAN.,01/30/2012,I2,01/28/2012,20260427000000,Illegal Conversion Commercial Building/Space to Dwelling Units,No Violation Warranted for Complaint at Time of Inspection
221,4614641,CLOSED,04/02/2015,39-39,223 STREET,11361.0,4567675,411,,15,QNS.,05/06/2015,A8,05/04/2015,20260427000000,Fence – NONE/Inadequate/Illegal,OATH Violation Served
222,3553909,CLOSED,04/08/2016,378,WYTHE AVENUE,11249.0,3063231,301,,30,ERT,04/09/2016,H1,04/08/2016,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,Please See Complaint Number
223,3082781,CLOSED,09/19/2000,615,BRIGHTON BEACH AVENUE,11235.0,3244915,313,,05,BKLYN,10/02/2000,I2,09/27/2000,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
224,4918025,CLOSED,03/16/2023,149-06,NORTHERN BOULEVARD,11354.0,4595272,407,,23,QNS.,04/21/2023,A8,04/20/2023,20260427000000,Sidewalk Shed/Supported Scaffold/Inadequate/Defect/NONE/NO PMT/NO CERT,OATH Violation Served
