"complaint_number","status","date_entered","house_number","house_street","zip_code","bin","community_board","special_district","complaint_category","unit","disposition_date","disposition_code","inspection_date","dobrundate"
"4938239","CLOSED","09/24/2023","25-72","STEINWAY STREET","11103","4010293","401",,"31","QNS.","10/30/2023","H1","10/30/2023","20260427000000"
"1153177","CLOSED","10/22/2005","344","EAST   85 STREET","10028","1049970","108",,"63","ELEVR","11/04/2005","H1","10/31/2005","20260427000000"
"1203058","CLOSED","09/04/2007","1010","3 AVENUE","10065","1041959","108",,"09","MAN.","10/01/2007","I2","09/24/2007","20260427000000"
"3261445","CLOSED","04/18/2008","110","SOUTH    2 STREET","11211","3063088","301",,"59","ELCTR","04/19/2008","A1","04/14/2008","20260427000000"
"2403060","CLOSED","10/23/2024","234","EAST 204 STREET","10458","2017269","207",,"5H","OBM","10/23/2024","Y3","10/23/2024","20260427000000"
"1567928","CLOSED","03/30/2021","220","CABRINI BOULEVARD","10033","1064369","112",,"7J","RTEU","03/30/2021","F6","03/30/2021","20260427000000"
"4619662","CLOSED","05/26/2015","137-05","130 AVENUE","11436","4261750","412",,"45","QNS.","09/16/2015","H1","09/16/2015","20260427000000"
"4652712","CLOSED","05/12/2016","104-46","48 AVENUE","11368","4049100","404",,"45","QNS.","04/18/2017","Y2","04/14/2017","20260427000000"
"1100890","CLOSED","09/24/2002","314","5 AVENUE","10001","1015822","105",,"49","SPOPS","10/03/2002","A1","10/01/2002","20260427000000"
"4424612","CLOSED","11/10/2009","32-31","155 STREET","11354","4109829","407",,"45","QNS.","11/20/2009","B1","11/16/2009","20260427000000"
"4869139","CLOSED","01/11/2022","80-59","161 STREET","11432","4148429","408",,"45","Q-L","01/14/2022","I2","01/14/2022","20260427000000"
"2131464","CLOSED","06/16/2009","1690","EAST  174 STREET","10472","2027647","209",,"15","BRONX","06/18/2009","I2","06/16/2009","20260427000000"
"4691149","CLOSED","05/12/2017","21-67","33 STREET","11105","4442358","401",,"58","BOILR","05/24/2017","A8","05/22/2017","20260427000000"
"2039900","CLOSED","07/13/2001","3444","KNOX PLACE","10467","2017704","207",,"73","CENTR","07/18/2001","F8","07/17/2001","20260427000000"
"5064515","CLOSED","06/07/2007","219","OLYMPIA BOULEVARD","10305","5047839","502",,"83","ST.IS","06/21/2007","I2","06/20/2007","20260427000000"
"2030144","CLOSED","06/17/1999","685","EAST  233 STREET","10466","2068040","212",,"32","BRONX","03/15/2000","C2","02/29/2000","20260427000000"
"2391065","CLOSED","05/01/2024","2831","COLLIS PLACE","10465","2081112","210",,"45","Q-L","10/15/2024","C2","10/15/2024","20260427000000"
"3885982","CLOSED","12/14/2022","224","93 STREET","11209","3155194","310",,"05","SPOPS","02/08/2024","A8","02/08/2024","20260427000000"
"2175885","CLOSED","07/31/2012","1240","WASHINGTON AVENUE","10456","2113605","203",,"73","BRONX","05/20/2013","I2","05/19/2013","20260427000000"
"3563442","CLOSED","06/23/2016","131","VAN SINDEREN AVENUE","11207","3083427","305","IBZ","4B","SEP","06/30/2016","I2","06/24/2016","20260427000000"
"1046762","CLOSED","01/23/1997","436","EAST 86 STREET","10028","1050543","108",,"09","MAN.","02/10/1997","I2","01/27/1997","20260427000000"
"1158356","CLOSED","01/19/2006","246","EAST   51 STREET","10022","1038446","106",,"30","MAN.","01/19/2006","I2","01/19/2006","20260427000000"
"1447041","CLOSED","04/01/2017","519","2 AVENUE","10016","1019902","106",,"10","ERT","04/01/2017","A8","04/01/2017","20260427000000"
"3159553","CLOSED","06/07/2005","1316","BEVERLY ROAD","11226","3118334","314",,"05","BKLYN","08/17/2005","I1","07/11/2005","20260427000000"
"4039892","CLOSED","06/02/1994","69-41","CALAMUS AVENUE","11377","4056504","402",,"32","QNS.","09/01/1994","B1","08/25/1994","20260427000000"
"4686515","CLOSED","04/03/2017","73-36","196 STREET","11366","4154368","408",,"30","ERT","04/03/2017","I2","04/03/2017","20260427000000"
"3401198","CLOSED","01/17/2012","396","DEGRAW STREET","11231","3006892","306",,"73","BKLYN","01/20/2012","I1","01/20/2012","20260427000000"
"5159674","CLOSED","01/20/2022","74","SOUTH RAILROAD AVENUE","10305","5049067","502",,"15","ST.IS","02/07/2022","I2","02/07/2022","20260427000000"
"1268580","CLOSED","10/27/2009","6","SPRING STREET","10012","1007140","102",,"73","MAN.","11/02/2009","I2","10/30/2009","20260427000000"
"4695715","CLOSED","06/20/2017","35-11","72 STREET","11372","4029555","403",,"05","QNS.","08/29/2017","I2","08/28/2017","20260427000000"
"4132490","CLOSED","08/07/2001","91-08","87 STREET","11421","4186049","409",,"45","QNS.","10/16/2001","H1","10/14/2001","20260427000000"
"3A08061","CLOSED","03/28/2025","1151","BAY RIDGE PARKWAY","11228","3159335","310",,"1Y","EXEC","03/28/2025","F6","03/28/2025","20260427000000"
"3950875","CLOSED","03/10/2024","44","HANCOCK STREET","11216","3057451","303",,"45","Q-L","06/13/2024","C2","06/13/2024","20260427000000"
"4265963","CLOSED","05/26/2006","85-10","157 AVENUE","11414","4292558","410",,"05","QNS.","07/11/2006","I2","07/01/2006","20260427000000"
"2436764","CLOSED","03/19/2026","1321","MORRISON AVENUE","10472","2027519","209",,"7R","SPOPS","04/01/2026","I2","03/25/2026","20260427000000"
"4091717","CLOSED","05/06/1999","96-20","ROCKAWAY BEACH BOULEVARD","11693","4435759","414",,"48","QNS.","02/08/2000","C2","02/06/2000","20260427000000"
"3115443","CLOSED","07/09/2003","119","92 STREET","11209","3154661","310",,"36","BKLYN","12/18/2003","I1","12/18/2003","20260427000000"
"1438954","CLOSED","12/08/2016","1271","6 AVENUE","10020","1022709","105",,"30","BEST","12/08/2016","I2","12/08/2016","20260427000000"
"3470260","CLOSED","02/19/2014","160","PARKSIDE AVENUE","11226","3115913","314",,"77","SPOPS","02/24/2014","H1","02/23/2014","20260427000000"
"4003925","CLOSED","06/29/1989","147-10","235 STREET","11422","4535201","413",,"48","QNS.","07/14/1989","I2","07/10/1989","20260427000000"
"3668516","CLOSED","09/23/2018","2058","PACIFIC STREET","11233","3038692","316",,"86","BEST","09/25/2018","I2","09/25/2018","20260427000000"
"1181869","CLOSED","12/13/2006","27","COOPER SQUARE","10003","1006604","103",,"04","ERT","12/27/2006","I2","12/27/2006","20260427000000"
"3662023","CLOSED","08/10/2018","260","EMPIRE BOULEVARD","11225","3034796","309",,"6S","ELEVR","08/22/2018","A8","08/22/2018","20260427000000"
"3643229","CLOSED","03/22/2018","188","NASSAU AVENUE","11222","3066980","301",,"45","BKLYN","05/04/2018","C2","05/03/2018","20260427000000"
"1485801","CLOSED","08/02/2018","44","WEST 128 STREET","10027","1090347","110",,"4M","BEST","10/15/2018","L2","08/15/2018","20260427000000"
"1313983","CLOSED","12/05/2011","230","EAST 90 STREET","10128","1048903","108",,"79","ERT","01/06/2012","I2","01/05/2012","20260427000000"
"4A13760","CLOSED","10/12/2025","109-41","108 STREET","11420","4247570","410",,"45","Q-L","04/10/2026","C2","04/10/2026","20260427000000"
"4562342","CLOSED","10/14/2013","83-05","BROADWAY","11373","4039440","404",,"71","QNS.","11/23/2013","H1","11/23/2013","20260427000000"
"4A25209","CLOSED","02/14/2026","74-28","ROCKAWAY BOULEVARD","11421","4533937","409",,"45","Q-L","04/16/2026","Y3","04/15/2026","20260427000000"
"1051760","CLOSED","09/16/1997","375","CANAL STREET","10013","1002959","102",,"41","MAN.","09/17/1997","B1","09/17/1997","20260427000000"
"1585725","CLOSED","11/02/2021","15","WEST 18 STREET","10011","1015447","105",,"1E","CSE","11/03/2021","A8","11/03/2021","20260427000000"
"3208167","CLOSED","11/10/2006","2400","EAST    4 STREET","11223","3391402","315",,"55","BKLYN","11/20/2006","I2","11/15/2006","20260427000000"
"3977560","CLOSED","09/20/2024","5812","13 AVENUE","11219","3140722","312",,"86","BKLYN","09/23/2024","C2","09/23/2024","20260427000000"
"3167301","CLOSED","08/23/2005","598","6 STREET","11215","3025680","306",,"05","BKLYN","08/25/2005","I1","08/25/2005","20260427000000"
"1590777","CLOSED","01/12/2022","396","WEST 145 STREET","10031","1061002","109",,"7J","RTEU","01/13/2022","C2","01/13/2022","20260427000000"
"3880545","CLOSED","11/03/2022","875","4 AVENUE","11232","3010094","307",,"09","BKLYN","11/18/2022","I2","11/18/2022","20260427000000"
"1653983","CLOSED","11/21/2023","49","BROAD STREET","10004","1000821","101",,"8A","CSC","01/19/2024","AF","01/19/2024","20260427000000"
"4130281","CLOSED","07/03/2001","60-22","68 ROAD","11385","4084293","405",,"45","QNS.","07/27/2001","A9","07/24/2001","20260427000000"
"4802573","CLOSED","01/23/2020","89-20","161 STREET","11432","4208865","412",,"79","ERT","02/05/2020","I1","02/05/2020","20260427000000"
"3698928","CLOSED","04/24/2019","5304","7 AVENUE","11220","3014368","307",,"74","BKLYN","07/09/2019","H1","07/09/2019","20260427000000"
"2265888","CLOSED","07/30/2018","600","MORRIS AVENUE","10451","2091211","201",,"76","OBM","08/02/2018","C2","08/01/2018","20260427000000"
"3748075","CLOSED","03/25/2020","492","KINGS HIGHWAY","11223","3178563","315",,"6Z","OBM","03/25/2020","I2","03/25/2020","20260427000000"
"4142944","CLOSED","03/19/2002","108-62","48 AVENUE","11368","4049533","404",,"05","QNS.","04/02/2002","C2","04/02/2002","20260427000000"
"1498609","CLOSED","01/06/2019","2300","5 AVENUE","10037","1083990","110",,"37","ERT","01/07/2019","I2","01/06/2019","20260427000000"
"1182488","CLOSED","12/21/2006","73","LEXINGTON AVENUE","10010","1018120","106",,"05","MAN.","12/27/2006","I2","12/26/2006","20260427000000"
"5083698","CLOSED","03/09/2010","55","LAYTON AVENUE","10301","5001150","501",,"73","ST.IS","03/09/2010","A9","01/14/2010","20260427000000"
"4574134","CLOSED","01/27/2014","118-01","METROPOLITAN AVENUE","11415","4079500","409",,"66","PLUMB","03/28/2014","I2","03/27/2014","20260427000000"
"4343167","CLOSED","03/11/2008","16-34","154 STREET","11357","4107305","407",,"45","QNS.","03/18/2008","A9","03/15/2008","20260427000000"
"4523633","CLOSED","08/06/2012","72-34","CALDWELL AVENUE","11378","4063848","405",,"55","ERT","05/06/2018","I2","05/06/2018","20260427000000"
"4742063","CLOSED","07/31/2018","132-20","116 AVENUE","11420","4252871","410",,"5G","OBM","07/31/2018","A8","07/31/2018","20260427000000"
"4A13681","CLOSED","10/11/2025","43-01","21 STREET","11101","4005198","402",,"03","ERT","10/12/2025","I2","10/12/2025","20260427000000"
"1586801","CLOSED","11/15/2021","56","BANK STREET","10014","1011351","102",,"7G","CSE","12/16/2021","L2","12/14/2021","20260427000000"
"1677606","CLOSED","09/15/2024","261","WEST 137 STREET","10030","1060199","110",,"4A","SPOPS","11/01/2024","C2","11/01/2024","20260427000000"
"4A06066","CLOSED","08/04/2025","40-71","ELBERTSON STREET","11373","4037322","404",,"6M","ELEVR","02/09/2026","I2","02/06/2026","20260427000000"
"3396338","CLOSED","11/21/2011","163","BLEECKER STREET","11221","3075399","304",,"45","BKLYN","02/08/2012","A8","02/06/2012","20260427000000"
"1354306","CLOSED","08/08/2013","666","5 AVENUE","10103","1034520","105",,"62","ELEVR","08/14/2013","A1","08/08/2013","20260427000000"
"4438168","CLOSED","03/23/2010","436","BEACH   36 STREET","11691","4302101","414",,"45","QNS.","06/01/2010","B1","05/17/2010","20260427000000"
"5003566","CLOSED","01/31/1990","55","ODER AVENUE","10304","5043324","501",,"66","ST.IS","02/15/1990","C2","02/13/1990","20260427000000"
"3593254","CLOSED","02/27/2017","2058","58 STREET","11204","3131580","312",,"4L","BEST","03/27/2017","L2","03/27/2017","20260427000000"
"3589058","CLOSED","01/23/2017","1724","53 STREET","11204","3130234","312",,"1E","SCFLD","01/23/2017","I2","01/23/2017","20260427000000"
"1280841","CLOSED","05/02/2010","279","CHURCH STREET","10013","1001928","101",,"91","MAN.","05/04/2010","A8","05/04/2010","20260427000000"
"1126285","CLOSED","07/22/2004","424","EAST  118 STREET","10035","1053127","111",,"74","MAN.","10/08/2008","P4","07/23/2004","20260427000000"
"4527724","CLOSED","09/17/2012","85-39","149 STREET","11435","4208272","408",,"14","ERT","10/15/2012","L2","10/11/2012","20260427000000"
"2008596","CLOSED","05/04/1992","1126","EVERGREEN AVENUE","10472","2023771","209",,"73","BRONX","05/06/1992","F8","05/04/1992","20260427000000"
"3974905","CLOSED","08/30/2024","812","MYRTLE AVENUE","11206","3425625","303",,"7J","RTEU","09/05/2024","C2","09/05/2024","20260427000000"
"1343325","CLOSED","02/14/2013","128","MACDOUGAL STREET","10012","1008700","102",,"05","MAN.","06/12/2013","I2","06/10/2013","20260427000000"
"3611334","CLOSED","07/19/2017","1","NIXON COURT","11223","3196065","313",,"63","ELEVR","07/27/2017","A8","07/26/2017","20260427000000"
"1446361","CLOSED","03/24/2017","488","AMSTERDAM AVENUE","10024","1032782","107",,"59","ELCTR","03/30/2017","A8","03/29/2017","20260427000000"
"4A04405","CLOSED","07/21/2025","65-44","247 STREET","11362","4173067","411",,"73","QNS.","10/21/2025","I2","10/21/2025","20260427000000"
"3748641","CLOSED","04/01/2020","67","DAHLGREN PLACE","11228","3154311","310",,"29","BKLYN","04/07/2020","F3","04/07/2020","20260427000000"
"1384436","CLOSED","11/18/2014","111","WEST 57 STREET","10019","1023728","105",,"30","BEST","11/19/2014","I2","11/18/2014","20260427000000"
"1347882","CLOSED","04/30/2013","149","WEST 46 STREET","10036","1022664","105",,"49","SPOPS","05/24/2013","I2","05/22/2013","20260427000000"
"4054096","CLOSED","04/26/1996","75-40","184 STREET","11366","4154875","408",,"31","QNS.","02/23/1998","I2","02/17/1998","20260427000000"
"4243659","CLOSED","10/10/2005","2832","50 STREET","11377","4013914","401",,"45","QNS.","01/10/2006","A9","01/07/2006","20260427000000"
"4319108","CLOSED","08/17/2007","40-06","98 STREET","11368","4040226","404",,"45","QNS.","09/27/2007","C2","09/17/2007","20260427000000"
"3A24244","CLOSED","08/04/2025","19","ROCKWELL PLACE","11217","3430082","302",,"7G","CSE","08/04/2025","I2","07/30/2025","20260427000000"
"2235289","CLOSED","11/14/2016","1264","CLAY AVENUE","10456","2002099","204",,"94","SPOPS","11/14/2016","A8","10/28/2016","20260427000000"
"3778058","CLOSED","11/26/2020","120","SHERIDAN AVENUE","11208","3093989","305",,"76","OBM","11/30/2020","C2","11/30/2020","20260427000000"
"4653381","CLOSED","05/19/2016","82-40","AUSTIN STREET","11415","4079715","409",,"05","PLUMB","06/28/2016","I2","06/27/2016","20260427000000"
"1300842","CLOSED","04/14/2011","99","ALLEN STREET","10002","1005460","103",,"05","MAN.","04/14/2011","A8","03/30/2011","20260427000000"
"2173922","CLOSED","06/07/2012","1210","CROES AVENUE","10472","2024145","209",,"63","ELEVR","06/11/2012","H1","06/11/2012","20260427000000"
"1386412","CLOSED","12/22/2014","55","COOPER STREET","10034","1064981","112",,"05","MAN.","01/05/2015","I2","01/03/2015","20260427000000"
"4140437","CLOSED","01/29/2002","100-13","ROOSEVELT AVENUE","11368","4440198","403",,"49","SPOPS","05/17/2002","A1","05/13/2002","20260427000000"
"5041839","CLOSED","10/29/2003","111","BEACH STREET",,"5147298","5",,"83","ST.IS","12/28/2005","L2","12/30/2003","20260427000000"
"4588708","CLOSED","05/21/2014","100-20","NORTHERN  BLVD","11368","4441117","403",,"2E","QNS.","05/21/2014","P6","05/21/2014","20260427000000"
"1639250","CLOSED","06/12/2023","250","EAST   83 STREET","10028","1048663","108",,"67","C & D","06/13/2023","I2","06/12/2023","20260427000000"
"3867975","CLOSED","08/10/2022","1522","EAST 95 STREET","11236","3233609","318",,"05","SPOPS","08/12/2022","I2","08/12/2022","20260427000000"
"2093402","CLOSED","01/02/2007","510","EAST  139 STREET","10454","2000059","201",,"74","BRONX","01/12/2007","C2","01/11/2007","20260427000000"
"3005618","CLOSED","10/18/1989","854","PACIFIC STREET","11238","3027661","308",,"46","BKLYN","11/14/1989","A1","11/01/1989","20260427000000"
"2107283","CLOSED","11/25/2007","135","TERRACE VIEW AVENUE","10463","1064524","208",,"63","ELEVR","12/28/2007","I2","12/21/2007","20260427000000"
"3921244","CLOSED","08/03/2023","1828","83 STREET","11214","3165150","311",,"91","ERT","04/01/2024","AB","04/01/2024","20260427000000"
"4124552","CLOSED","04/02/2001","52-26","VAN LOON STREET","11373","4057298","404",,"05","QNS.","05/10/2001","C2","05/02/2001","20260427000000"
"4579609","CLOSED","03/06/2014","51-07","108 STREET","11368","4049713","404",,"35","QNS.","07/24/2014","I2","07/23/2014","20260427000000"
"3908391","CLOSED","06/06/2023","151","BALTIC STREET","11201","3003315","306",,"83","BKLYN","09/01/2023","C2","09/01/2023","20260427000000"
"1097286","CLOSED","05/24/2002","8","RIVINGTON STREET","10002","1005726","103",,"09","MAN.","06/05/2002","I2","06/04/2002","20260427000000"
"1132782","CLOSED","11/28/2004","63","HAMILTON TERRACE","10031","1061001","109",,"63","ELEVR","12/29/2004","A1","12/22/2004","20260427000000"
"3525293","CLOSED","08/04/2015","972","RUTLAND ROAD","11212","3099884","317",,"73","BKLYN","04/27/2017","I2","04/26/2017","20260427000000"
"3437043","CLOSED","02/23/2013","2215","NEWKIRK AVENUE","11226","3120283","314",,"63","ELEVR","12/13/2013","H1","12/10/2013","20260427000000"
"3A17589","CLOSED","06/13/2025","2349","65 STREET","11204","3172512","311",,"45","Q-L","08/25/2025","C2","08/22/2025","20260427000000"
"3775667","CLOSED","11/05/2020","676","MIDWOOD STREET","11203","3107102","309",,"04","ERT","11/09/2020","C2","11/09/2020","20260427000000"
"4145308","CLOSED","04/26/2002","168-01","116 AVENUE","11434","4267321","412",,"09","CENTR","05/08/2002","F5","05/06/2002","20260427000000"
"1514242","CLOSED","06/26/2019","344","WEST 84 STREET","10024","1033835","107",,"55","MAN.","07/22/2019","I2","07/19/2019","20260427000000"
"1017779","CLOSED","02/14/1992","71","WEST 23 STREET","10010","1015575","105",,"52","MAN.","03/02/1992","I2","02/24/1992","20260427000000"
"1717890","ACTIVE","02/25/2026","10","WEST 135 STREET","10037","1053892","110",,"6M","ELEVR",,,,"20260427000000"
"5141970","CLOSED","05/16/2019","223","GANSEVOORT BOULEVARD","10314","5019433","502",,"35","ST.IS","05/24/2019","I2","05/24/2019","20260427000000"
"1247440","CLOSED","01/28/2009","184","7 AVENUE","10011","1014038","104",,"37","MAN.","01/28/2009","I2","01/28/2009","20260427000000"
"3277065","CLOSED","08/21/2008","2","GRACE COURT","11201","3002142","302",,"59","ELCTR","08/21/2008","A1","08/21/2008","20260427000000"
"4436277","CLOSED","03/05/2010","8826","PARSONS BOULEVARD","11432","4312618","412",,"05","QNS.","03/05/2010","A1","01/29/2010","20260427000000"
"1691143","CLOSED","03/17/2025","20","5 AVENUE","10011","1009429","102",,"10","MAN.","03/19/2025","C4","03/19/2025","20260427000000"
"4591061","CLOSED","06/16/2014","42-52","LAYTON STREET","11373","4037316","404",,"4B","SEP","06/20/2014","I2","06/19/2014","20260427000000"
"4651569","CLOSED","04/30/2016","40-38","CASE STREET","11373","4038816","404",,"45","QNS.","08/02/2016","C4","07/28/2016","20260427000000"
"4836902","CLOSED","02/18/2021","217-19","104 AVENUE","11429","4239051","413",,"06","QNS.","02/19/2021","H1","02/19/2021","20260427000000"
"4171668","CLOSED","08/01/2003","21-26","23 AVENUE","11105","4019396","401",,"59","ELCTR","08/20/2003","I2","08/11/2003","20260427000000"
"4636936","CLOSED","11/14/2015","104-74","123 STREET","11419","4204430","410",,"45","QNS.","04/21/2016","C4","04/21/2016","20260427000000"
"4809148","CLOSED","04/13/2020","145-94","GUY R BREWER BOULEVARD","11434","4285463","413",,"2N","CSE","04/13/2020","I2","04/13/2020","20260427000000"
"4766648","CLOSED","03/15/2019","98-30","67 AVENUE","11374","4075086","406",,"6S","ELEVR","03/21/2019","I2","03/20/2019","20260427000000"
"2056743","CLOSED","01/06/2004","1632","HUTCH RIVER PARKWAY EAST","10461","2045760","210",,"83","BRONX","01/08/2004","I2","01/07/2004","20260427000000"
"2176991","CLOSED","09/01/2012","1505","MORRIS AVENUE","10457","2007845","204",,"73","BRONX","09/01/2012","A8","09/01/2012","20260427000000"
"3450126","CLOSED","07/12/2013","352","20 STREET","11215","3017444","307",,"45","BKLYN","11/26/2013","C2","11/19/2013","20260427000000"
"4019860","CLOSED","07/08/1991","212-59","JAMAICA AVENUE","11428","4226128","413",,"05","QNS.","02/26/1992","C2","02/20/1992","20260427000000"
"4680999","CLOSED","02/03/2017","255-04","39 AVENUE","11363","4169727","411",,"74","EXEC","04/11/2018","C4","04/10/2018","20260427000000"
"3757364","CLOSED","06/25/2020","1187","GREENE AVENUE","11221","3075048","304",,"91","ERT","06/26/2020","A8","06/26/2020","20260427000000"
"4205158","CLOSED","09/29/2004","169-04","CROCHERON AVENUE","11358","4119752","407",,"05","QNS.","02/07/2005","A9","02/01/2005","20260427000000"
"4202945","CLOSED","09/02/2004","38-14","31 STREET","11101","4004613","401",,"45","QNS.","01/08/2005","C2","12/30/2004","20260427000000"
"3086197","CLOSED","01/26/2001","216","SCHAEFER STREET","11207","3079532","304",,"10","BKLYN","01/26/2001","A9","01/26/2001","20260427000000"
"3768772","CLOSED","09/11/2020","741","DECATUR STREET","11233","3040477","316",,"05","BKLYN","10/13/2020","C2","10/13/2020","20260427000000"
"3313592","CLOSED","07/29/2009","7706","17 AVENUE","11214","3161414","311",,"85","BKLYN","08/06/2009","I2","08/06/2009","20260427000000"
"4054271","CLOSED","05/06/1996","19-21","PALMETTO STREET","11385","4083262","405",,"05","QNS.","01/06/1997","C2","12/30/1996","20260427000000"
"3738765","CLOSED","01/16/2020","16","WILLIAMS AVENUE","11207","3083223","305",,"7F","CSE","01/16/2020","I2","01/15/2020","20260427000000"
"1681187","CLOSED","11/03/2024","4460","BROADWAY","10040","1064054","112",,"30","ERT","11/04/2024","I2","11/04/2024","20260427000000"
"3275443","CLOSED","08/07/2008","587","MILLER AVENUE","11207","3090330","305",,"37","BKLYN","10/03/2008","I2","09/29/2008","20260427000000"
"5138793","CLOSED","12/26/2018","1530","WOODROW ROAD","10309","5085734","503",,"59","ELCTR","12/28/2018","A8","12/27/2018","20260427000000"
"3348717","CLOSED","07/19/2010","201","CORNELIA STREET","11221","3077279","304",,"31","BKLYN","08/14/2010","W1","07/21/2010","20260427000000"
"3049653","CLOSED","08/05/1996","1035","40 STREET","11219","3135262","312",,"32","BKLYN","02/05/1997","B1","01/24/1997","20260427000000"
"4269550","CLOSED","06/29/2006","78-81","84 STREET","11385","4093882","405",,"76","CITY","07/12/2006","C2","06/30/2006","20260427000000"
"3886959","CLOSED","12/21/2022","80","WASHINGTON AVENUE","11205","3054140","302",,"23","CSE","12/23/2022","A8","12/23/2022","20260427000000"
"1226169","CLOSED","05/30/2008","127","WEST   70 STREET","10023","1029752","107",,"73","MAN.","06/09/2008","I2","06/05/2008","20260427000000"
"3478262","CLOSED","05/08/2014","745","64 STREET","11220","3143890","310",,"63","ELEVR","08/19/2014","I2","08/18/2014","20260427000000"
"1009494","CLOSED","10/22/1990","100","7 AVENUE","10011","1013813","104",,"73","MAN.","10/31/1991","I2","10/16/1991","20260427000000"
"5071895","CLOSED","06/03/2008","130","MALLOW STREET","10309","5127755","503",,"15","ST.IS","06/06/2008","I2","06/05/2008","20260427000000"
"3095435","CLOSED","12/27/2001","76","CLERMONT AVENUE","11205","3058104","302",,"29","BKLYN","02/12/2002","I2","01/08/2002","20260427000000"
"3369246","CLOSED","02/22/2011","1546","ROCKAWAY PARKWAY","11236","3230112","318",,"05","BKLYN","03/21/2011","C2","03/19/2011","20260427000000"
"4284877","CLOSED","11/12/2006","71-52","172 STREET","11365","4150478","408",,"45","QNS.","12/01/2006","A9","11/25/2006","20260427000000"
"4740648","CLOSED","07/19/2018","37-15","93 STREET","11372","4036535","403",,"45","QNS.","08/15/2018","C2","08/14/2018","20260427000000"
"2093667","CLOSED","01/11/2007","685","EAST  183 STREET","10458","2012506","206",,"45","BRONX","10/13/2007","I2","10/05/2007","20260427000000"
"4199483","CLOSED","07/17/2004","109-40","153 STREET","11433","4263226","412",,"45","QNS.","12/13/2004","C2","12/04/2004","20260427000000"
"4267699","CLOSED","06/11/2006","98-13","23 AVENUE","11369","4023507","403",,"04","ERT","06/13/2006","I2","06/11/2006","20260427000000"
"4126809","CLOSED","05/10/2001","39-13","215 PLACE","11361","4315230","411",,"45","QNS.","05/16/2001","I2","05/14/2001","20260427000000"
"4192082","CLOSED","04/23/2004","91-16","90 STREET","11421","4186215","409",,"73","QNS.","06/03/2004","I2","05/06/2004","20260427000000"
"2123803","CLOSED","12/15/2008","2869","BAINBRIDGE AVENUE","10458","2016921","207",,"63","ELEVR","01/02/2009","A1","12/30/2008","20260427000000"
"4454293","CLOSED","08/11/2010","42-98","HAMPTON STREET","11373","4039306","404",,"4A","SPOPS","03/02/2012","I2","02/24/2012","20260427000000"
"1263072","CLOSED","08/14/2009","271","WEST  119 STREET","10026","1058443","110",,"09","MAN.","08/21/2009","I2","08/18/2009","20260427000000"
"3015022","CLOSED","03/11/1991","308","EAST 18 STREET","11226","3118488","314",,"05","BKLYN","05/13/1991","I2","05/07/1991","20260427000000"
"4095296","CLOSED","07/28/1999","67-54","173 STREET","11365","4149678","408",,"66","QNS.","04/27/2000","C2","04/21/2000","20260427000000"
"4194405","CLOSED","05/20/2004","180-02","141 AVENUE","11434","4280660","412",,"45","QNS.","12/10/2004","C2","12/02/2004","20260427000000"
"1003241","CLOSED","08/21/1989","38","WEST 45 STREET","10036","1034234","105",,"46","MAN.","08/31/1989","I1","08/28/1989","20260427000000"
"4915553","CLOSED","02/15/2023","58-14","75 STREET","11379","4063304","405",,"7J","RTEU","02/15/2023","I2","02/15/2023","20260427000000"
"5043004","CLOSED","01/06/2004","648","TOMPKINS AVENUE","10305","5044049","501",,"74","ST.IS","01/20/2004","A9","01/16/2004","20260427000000"
"3306238","CLOSED","05/27/2009","753","VERMONT STREET","11207","3096615","305",,"05","BKLYN","05/27/2009","A1","05/05/2009","20260427000000"
"1540112","CLOSED","04/03/2020","102","2 AVENUE","10003","1006227","103",,"2N","CSE","04/03/2020","I2","04/03/2020","20260427000000"
"4301727","CLOSED","04/04/2007","104-49","39 AVENUE","11368","4044582","403",,"45","QNS.","04/25/2007","B1","04/09/2007","20260427000000"
"2047739","CLOSED","08/29/2002","602","EAST  139 STREET","10454","2003626","201",,"95","BRONX","09/16/2002","I2","09/13/2002","20260427000000"
"1629631","CLOSED","02/21/2023","578","9 AVENUE","10036","1024929","104",,"45","Q-L","02/22/2023","F6","02/22/2023","20260427000000"
"1109558","CLOSED","07/09/2003","930","ST NICHOLAS AVENUE","10032","1062488","112",,"63","ELEVR","09/30/2003","A1","09/22/2003","20260427000000"
"3549466","CLOSED","03/04/2016","313","ST MARKS AVENUE","11238","3396269","308",,"4S","SYE","03/14/2016","ND","03/10/2016","20260427000000"
"5025448","CLOSED","09/28/1999","520","DURANT AVE",,"5136052","5",,"15","ST.IS","10/08/1999","I2","10/07/1999","20260427000000"
"4A22175","ACTIVE","01/12/2026","61-30","219 STREET","11364","4162141","411",,"74","SPOPS",,,,"20260427000000"
"4352539","CLOSED","05/10/2008","37-52","89 STREET","11372","4036305","403",,"05","QNS.","05/12/2008","I2","05/10/2008","20260427000000"
"1026713","CLOSED","11/12/1993","228","EAST 44 STREET","10017","1037565","106",,"63","ELEVR","04/08/1997","J2","12/02/1994","20260427000000"
"4223867","CLOSED","05/14/2005","61-29","56 ROAD","11378","4060501","405",,"35","QNS.","06/15/2005","A9","06/14/2005","20260427000000"
"3A17974","CLOSED","06/17/2025","462","WILLOUGHBY AVENUE","11206","3049040","303",,"83","BKLYN","04/16/2026","C2","04/16/2026","20260427000000"
